Departamento;Provincia;tmean;tmax;tmin;humr;ptot;Ano;Semana;tmean_clima;tmax_clima;tmin_clima;humr_clima;ptot_clima;Tipo caso;Casos
PIURA;TALARA;21.5;27.3;17.7;69.8;1.4;2020;27;21.5;27.1;18.1;75.1;0.4;;
PIURA;AYABACA;17.9;23.5;14.2;78.4;17.6;2020;28;17.8;23.4;13.6;76.8;1.9;;
PIURA;HUANCABAMBA;15.7;20.8;12;81.8;14.6;2020;28;15.3;21.1;10.9;78.6;2;;
PIURA;MORROPON;20.3;26.6;15.8;72.5;6.2;2020;28;20.1;25.7;15.7;77;1.1;;
PIURA;PAITA;19.8;24.7;16.8;76.9;4.2;2020;28;20.5;25.3;17.5;78.3;1.2;;
PIURA;PIURA;21.2;28.2;16.5;69.7;5.1;2020;28;21.5;27.8;17.2;72.7;1.1;;
PIURA;SECHURA;19.1;23.7;16.5;78.9;8;2020;28;20;24.5;17.4;79.5;0.9;;
PIURA;SULLANA;22.2;29.5;17.3;66.7;3.1;2020;28;22.1;28.8;17.5;70.8;1;;
PIURA;TALARA;21;26.8;17.5;72;4.1;2020;28;21.2;26.9;17.8;75;0.8;;
PIURA;AYABACA;18;24;13.5;74.2;6.7;2020;29;17.8;23.6;13.5;75.5;1;;
PIURA;HUANCABAMBA;15.5;21.4;10.9;77.3;9.5;2020;29;15.3;21.2;10.7;77.5;1.5;;
PIURA;MORROPON;20;26;15.1;73.1;1.4;2020;29;19.9;25.6;15.5;76.8;0.5;;
PIURA;PAITA;19.4;24.1;16.5;78.8;0.1;2020;29;20.3;25.1;17.3;78.4;0.4;;
PIURA;PIURA;20.9;27.6;16.2;71.5;0.3;2020;29;21.3;27.7;17;72.8;0.3;;
PIURA;SECHURA;18.9;23.4;16.2;80.2;0.3;2020;29;19.8;24.4;17.2;79.5;0.5;;
PIURA;SULLANA;21.7;28.7;16.8;69;0.1;2020;29;22;28.7;17.3;70.7;0.2;;
PIURA;TALARA;20.4;26;16.9;74.6;0.4;2020;29;21.1;26.8;17.6;75;0.2;;
PIURA;AYABACA;18;24.2;13.4;73.3;3.7;2020;30;18;23.9;13.6;74.8;1;;
PIURA;HUANCABAMBA;15.6;21.4;11;77.9;3.5;2020;30;15.4;21.4;10.9;76.8;2;;
PIURA;MORROPON;20.1;26.7;15;72.3;1.8;2020;30;20;25.7;15.6;76.9;0.6;;
PIURA;PAITA;19.6;24.9;16.4;76.5;0;2020;30;20.3;25.1;17.3;78.5;0.2;;
PIURA;PIURA;21;28.3;16.1;69.7;0.8;2020;30;21.3;27.7;17;73;0.2;;
PIURA;SECHURA;18.8;23.7;16.1;79.6;0.1;2020;30;19.8;24.3;17.2;79.6;0.2;;
PIURA;SULLANA;22;29.7;16.8;65.9;0.4;2020;30;22;28.7;17.3;70.8;0.2;;
PIURA;TALARA;20.8;27.1;17.1;70.9;0.1;2020;30;21;26.8;17.6;75.1;0.2;;
PIURA;AYABACA;18.4;24.5;14.1;71.8;1.7;2020;31;17.9;24.1;13.2;73.8;1;;
PIURA;HUANCABAMBA;15.9;21.8;11.5;76.1;6.8;2020;31;15.4;21.6;10.5;75.6;1.2;;
PIURA;MORROPON;20.2;26.3;15.2;70.8;2.9;2020;31;19.7;25.5;15.2;76.6;0.8;;
PIURA;PAITA;19.2;24.2;16;76.7;0.1;2020;31;20;24.8;17.1;78.5;0.2;;
PIURA;PIURA;20.8;27.8;15.8;69;0.8;2020;31;21.1;27.5;16.7;72.9;0.3;;
PIURA;SECHURA;18.6;23.5;15.7;78.6;0.8;2020;31;19.6;24.1;16.9;79.4;0.4;;
PIURA;SULLANA;21.9;29.1;16.8;66;0;2020;31;21.7;28.6;17;70.8;0.1;TOTAL;1
PIURA;TALARA;20.5;26.3;16.8;71.7;0.1;2020;31;20.8;26.6;17.3;75.1;0.1;;
PIURA;AYABACA;18.2;25.7;12.1;64.8;0.7;2020;32;18;24.3;13.3;72.9;1;;
PIURA;HUANCABAMBA;15.5;22.4;9.7;68.9;0.6;2020;32;15.5;21.7;10.7;75.1;1.3;;
PIURA;MORROPON;20;27.3;14;68;0.1;2020;32;19.8;25.8;15.2;76;0.6;TOTAL;1
PIURA;PAITA;18.9;24.5;15.3;76.9;0;2020;32;20;24.9;17;78;0.2;;
PIURA;PIURA;20.7;28.7;15.1;68;0.1;2020;32;21.1;27.8;16.6;72.2;0.2;TOTAL;1
PIURA;SECHURA;18.3;23.6;15.1;79;0;2020;32;19.6;24.3;16.9;78.8;0.1;;
PIURA;SULLANA;21.8;30.2;15.9;64;0;2020;32;21.8;28.9;17;70;0.1;;
PIURA;TALARA;20.3;26.9;16.1;70.4;0.1;2020;32;20.8;26.7;17.3;74.7;0.1;;
PIURA;AYABACA;18.7;25.6;13.1;68.4;0.5;2020;33;18.1;24.4;13.3;73.2;0.9;;
PIURA;HUANCABAMBA;16.2;22.6;10.7;73;1.3;2020;33;15.6;21.8;10.7;75.4;1.6;;
PIURA;MORROPON;20.3;27;14.7;70.2;0.2;2020;33;20;25.9;15.2;76;0.7;;
PIURA;PAITA;19.1;24.4;15.8;77.7;0;2020;33;20;25;17;78.2;0.2;;
PIURA;PIURA;21;28.5;15.8;68.7;0.1;2020;33;21.2;27.9;16.7;72.2;0.2;TOTAL;1
PIURA;SECHURA;18.7;23.8;15.7;78.8;0;2020;33;19.6;24.4;16.9;78.8;0.2;;
PIURA;SULLANA;21.9;29.7;16.5;65.8;0;2020;33;21.9;28.9;17.1;70.2;0.2;TOTAL;2
PIURA;TALARA;20.2;26.4;16.4;72.2;0.1;2020;33;20.8;26.7;17.3;75;0.1;;
PIURA;AYABACA;18.2;23.9;14.4;73.3;4.2;2020;34;18.1;24.4;13.3;73;0.8;;
PIURA;HUANCABAMBA;15.8;21;12;80.3;8.9;2020;34;15.7;21.9;10.8;75.2;1.3;;
PIURA;MORROPON;19.8;25.8;15.3;72.9;2.3;2020;34;20;25.9;15.3;75.9;0.8;;
PIURA;PAITA;19;23.9;16.2;77.8;1.2;2020;34;19.9;25;16.9;78.1;0.2;;
PIURA;PIURA;20.4;27.2;16;70.8;2.8;2020;34;21.2;27.9;16.7;72;0.4;;
PIURA;SECHURA;18.5;23.1;16;79.5;5.7;2020;34;19.5;24.4;16.8;78.8;0.4;;
PIURA;SULLANA;21.4;28.7;16.6;66.5;1.4;2020;34;21.9;29;17.1;70;0.2;TOTAL;1
PIURA;TALARA;20.2;26.4;16.8;71.9;0.7;2020;34;20.7;26.7;17.2;74.8;0.1;;
PIURA;AYABACA;18.1;25;12.6;68.1;0.3;2020;35;18.2;24.4;13.6;73.8;0.9;;
PIURA;HUANCABAMBA;15.4;22.1;9.6;72;0.3;2020;35;15.8;21.9;11.1;75.8;2;;
PIURA;MORROPON;19.8;26.8;14.2;71.2;0.1;2020;35;20;26;15.4;76;1.1;;
PIURA;PAITA;19;24.2;15.9;77.8;0;2020;35;20;25.1;16.9;78;0.2;;
PIURA;PIURA;20.6;28.2;15.8;70;0;2020;35;21.3;28;16.7;71.8;0.3;;
PIURA;SECHURA;18.7;23.8;16;78.8;0.1;2020;35;19.6;24.5;16.8;78.5;0.4;;
PIURA;SULLANA;21.4;29.4;16.1;66.5;0;2020;35;21.9;29.1;17.1;69.9;0.1;;
PIURA;TALARA;20;26.4;16.3;72.4;0.1;2020;35;20.7;26.7;17.2;74.8;0.1;;
PIURA;AYABACA;18.3;24.7;13.7;69.2;3.1;2020;36;18.2;24.3;13.6;74.5;2.2;;
PIURA;HUANCABAMBA;15.9;21.7;11.7;75.4;5.8;2020;36;15.9;21.8;11.1;76.4;3.8;;
PIURA;MORROPON;19.5;26;14.8;71;0.8;2020;36;20.2;26.2;15.5;75.8;1.6;;
PIURA;PAITA;19.1;24.3;16;75.9;0.2;2020;36;20.1;25.2;17;77.8;0.4;;
PIURA;PIURA;20.4;27.7;15.6;68.7;0.6;2020;36;21.5;28.3;16.9;71.4;0.5;;
PIURA;SECHURA;18.6;23.4;15.8;77.9;0.9;2020;36;19.7;24.7;16.8;78.4;0.5;;
PIURA;SULLANA;21.3;29.1;16.1;65.8;0.1;2020;36;22.1;29.3;17.3;69.6;0.5;;
PIURA;TALARA;20.1;26.4;16.4;71.1;0.3;2020;36;20.9;26.8;17.3;74.7;0.4;;
PIURA;AYABACA;18.8;25.9;13.3;66.5;1.3;2020;37;18.3;24.4;13.6;74.7;3;;
PIURA;HUANCABAMBA;16.2;22.6;11.1;72.6;2.8;2020;37;15.9;21.9;11.2;76.7;5;;
PIURA;MORROPON;20.6;27.4;15.2;68.6;0.2;2020;37;20.3;26.3;15.6;75.5;2.1;;
PIURA;PAITA;19.3;24.6;16;76.6;0.2;2020;37;20.1;25.3;17;77.5;0.4;;
PIURA;PIURA;21.3;28.9;16;67.3;0.3;2020;37;21.5;28.4;16.9;71.1;0.7;;
PIURA;SECHURA;18.9;24.1;15.8;77.9;0.2;2020;37;19.7;24.8;16.8;78.3;0.8;;
PIURA;SULLANA;22.1;30.3;16.7;64.8;0.8;2020;37;22.2;29.4;17.4;69.4;0.6;;
PIURA;TALARA;20.4;26.7;16.7;71.6;0.2;2020;37;20.9;26.9;17.4;74.4;0.4;;
PIURA;AYABACA;18.8;25.2;14;69.8;4.6;2020;38;18.3;24.2;13.8;76.2;1.7;;
PIURA;HUANCABAMBA;16.3;22.2;11.7;75.8;3.7;2020;38;16;21.8;11.5;77.8;2.7;;
PIURA;MORROPON;20.9;27.7;15.6;68.6;1.2;2020;38;20.5;26.4;15.8;75.7;1.4;;
PIURA;PAITA;19.7;25.3;16.3;75.9;0.1;2020;38;20.3;25.6;17.2;77.2;0.9;;
PIURA;PIURA;21.7;29.5;16.2;66.3;0.6;2020;38;21.7;28.7;17.1;71;0.6;;
PIURA;SECHURA;19.2;24.7;16;77;0.1;2020;38;19.8;24.9;16.9;78.3;0.6;;
PIURA;SULLANA;22.6;30.8;17.1;64;0.7;2020;38;22.4;29.6;17.6;69.2;0.8;;
PIURA;TALARA;20.9;27.3;17;70.9;0.1;2020;38;21.1;27.2;17.6;74.2;0.6;;
PIURA;AYABACA;19;25.1;14.4;69.6;2.8;2020;39;18.2;23.9;14;77.7;2.2;;
PIURA;HUANCABAMBA;16.2;21.9;11.8;76.7;3.7;2020;39;16;21.5;11.7;79.4;3.6;;
PIURA;MORROPON;21.3;28;16;67.6;0.9;2020;39;20.5;26.5;15.9;75.6;1.2;;
PIURA;PAITA;19.8;25.2;16.5;76.4;0.4;2020;39;20.3;25.5;17.2;77.3;0.4;;
PIURA;PIURA;22.1;29.8;16.6;65.6;0.2;2020;39;21.7;28.7;17;70.9;0.4;TOTAL;1
PIURA;SECHURA;19.4;24.8;16.1;76.7;0.1;2020;39;19.8;25;16.9;78.1;0.6;;
PIURA;SULLANA;22.9;30.9;17.5;63.3;0.5;2020;39;22.4;29.6;17.6;69.3;0.4;;
PIURA;TALARA;20.9;27.2;17.2;70.8;1.2;2020;39;21.1;27.1;17.6;74.2;0.3;;
PIURA;AYABACA;18.4;24.5;13.8;73.4;3.3;2020;40;18.3;23.9;14.1;78;2;;
PIURA;HUANCABAMBA;15.8;21.3;11.5;78.9;7.8;2020;40;16;21.5;11.8;80.3;3.7;;
PIURA;MORROPON;20.6;27.3;15.6;72.4;3.2;2020;40;20.7;26.6;16;75.4;1.3;;
PIURA;PAITA;20;25.5;16.8;76.4;0.2;2020;40;20.4;25.7;17.3;76.9;0.3;;
PIURA;PIURA;21.7;29.5;16.8;68.5;0.8;2020;40;21.9;28.9;17.1;70.5;0.5;;
PIURA;SECHURA;19.6;24.9;16.8;77.6;0.2;2020;40;19.9;25.1;17;78.1;0.3;;
PIURA;SULLANA;22.4;30.6;17.1;66;0.2;2020;40;22.5;29.8;17.7;68.7;0.5;;
PIURA;TALARA;20.8;27.3;17.1;72.4;0.8;2020;40;21.2;27.3;17.7;73.8;0.3;;
PIURA;AYABACA;18.7;25.3;13.6;69.7;5.4;2020;41;18.1;23.6;14;79.2;3.9;;
PIURA;HUANCABAMBA;16.2;22.2;11.4;74.1;6.1;2020;41;15.9;21.2;11.8;80.9;4.9;;
PIURA;MORROPON;21;27.9;15.9;70.5;2.3;2020;41;20.7;26.7;16;75.4;2;;
PIURA;PAITA;20.1;26;16.8;76.5;0.6;2020;41;20.4;25.8;17.3;76.9;0.8;;
PIURA;PIURA;22.1;30;17;67.8;1.4;2020;41;21.9;29;17.2;70.5;1.1;TOTAL;2
PIURA;SECHURA;19.9;25.8;16.7;77;1.4;2020;41;20;25.2;17;78;0.9;;
PIURA;SULLANA;22.8;30.8;17.6;65.5;1.4;2020;41;22.5;29.9;17.7;68.7;0.7;TOTAL;1
PIURA;TALARA;21.1;27.5;17.5;71.9;0.7;2020;41;21.2;27.3;17.7;73.8;0.9;;
PIURA;AYABACA;19.1;25.6;13.8;67.9;1;2020;42;18;23.4;13.9;79.1;5.3;;
PIURA;HUANCABAMBA;16.5;22.7;11.6;72.6;1.8;2020;42;15.8;21;11.7;80.6;8.7;;
PIURA;MORROPON;21.7;28.5;16.2;68.1;0.2;2020;42;20.6;26.6;16;75.6;4.7;;
PIURA;PAITA;20.5;25.8;17.2;77;0;2020;42;20.4;25.7;17.3;77.4;1.4;;
PIURA;PIURA;22.6;30.3;17.2;67;0;2020;42;21.8;28.9;17.1;71;2.5;;
PIURA;SECHURA;20.1;25.6;16.8;77.7;0;2020;42;20;25.2;17.1;78.3;2.1;;
PIURA;SULLANA;23.2;31.1;18;65.6;0;2020;42;22.4;29.8;17.6;69.2;1.7;;
PIURA;TALARA;21.6;27.7;17.9;72.5;0;2020;42;21.1;27.2;17.6;74.5;1.3;;
PIURA;AYABACA;19.3;25.1;14.7;71.6;6.4;2020;43;18;23.2;14.1;80.9;4.5;;
PIURA;HUANCABAMBA;16.6;22.2;12.3;77.9;9.6;2020;43;15.8;20.8;11.9;83.1;8.2;;
PIURA;MORROPON;21.9;28.8;16.5;69.2;1.8;2020;43;20.7;26.8;16.2;76;3.2;;
PIURA;PAITA;20.7;26.3;17.5;76.1;0.3;2020;43;20.6;26;17.6;77.3;0.9;TOTAL;1
PIURA;PIURA;22.7;30.7;17.4;66.9;0.3;2020;43;22.1;29.3;17.4;70.8;1.4;TOTAL;1
PIURA;SECHURA;20.3;25.7;17.2;77;0.4;2020;43;20.3;25.7;17.4;77.8;1.4;;
PIURA;SULLANA;23.5;31.9;18.2;64.6;0.2;2020;43;22.5;30;17.8;69.4;0.6;;
PIURA;TALARA;21.7;28.2;18;71.6;0.1;2020;43;21.3;27.4;17.8;74.5;0.6;;
PIURA;AYABACA;19;24.7;14.8;73.3;0.9;2020;44;18;23.2;14.1;80.9;2.6;;
PIURA;HUANCABAMBA;16.7;21.9;12.6;74.1;4.7;2020;44;15.8;20.8;11.9;82.3;5.1;;
PIURA;MORROPON;21.8;28.7;16.7;69.3;0.5;2020;44;20.8;26.9;16.2;75.6;1.4;;
PIURA;PAITA;20.6;26.4;17.5;77.3;0.4;2020;44;20.9;26.3;17.9;77.1;0.5;;
PIURA;PIURA;22.6;30.7;17.5;68;0.4;2020;44;22.2;29.4;17.5;70.6;0.5;TOTAL;2
PIURA;SECHURA;20.2;25.7;17.2;78.6;0.4;2020;44;20.6;25.9;17.6;77.8;0.7;;
PIURA;SULLANA;23.6;31.8;18.2;65.1;0;2020;44;22.8;30.2;17.9;69.2;0.3;;
PIURA;TALARA;21.8;28.4;18.1;72.2;0.2;2020;44;21.5;27.7;18;74.4;0.4;;
PIURA;AYABACA;18.6;25.4;13.2;65.6;0.4;2020;45;17.9;23.1;14.1;81.6;5.3;;
PIURA;HUANCABAMBA;16.4;22.7;11.1;66.4;0.3;2020;45;15.8;20.7;12;83.4;8.2;;
PIURA;MORROPON;20.4;27.9;14.3;65.8;0;2020;45;20.7;26.6;16.3;76.4;3.4;;
PIURA;PAITA;18.9;24.7;15.3;77.3;0;2020;45;20.9;26.2;17.8;77.4;0.9;;
PIURA;PIURA;20.9;29.2;15.1;66.2;0;2020;45;22.1;29.2;17.6;71.3;1.4;;
PIURA;SECHURA;18.8;24.7;15.2;77.2;0;2020;45;20.5;25.7;17.6;78.2;1.3;;
PIURA;SULLANA;21.7;30.3;15.6;64.2;0;2020;45;22.7;29.9;17.9;69.5;0.6;;
PIURA;TALARA;20;26.7;15.8;71.6;0;2020;45;21.4;27.6;18;74.5;0.5;;
PIURA;AYABACA;18.5;24.4;14.2;67.7;1.6;2020;46;18;23.2;14.1;81.1;5.4;;
PIURA;HUANCABAMBA;16.1;21.5;12.4;76.2;7.2;2020;46;15.8;20.9;11.7;82.5;8.8;;
PIURA;MORROPON;20.6;26.9;16;69.1;0.7;2020;46;21;27.1;16.4;75.7;2.8;TOTAL;1
PIURA;PAITA;19.7;25.1;16.6;76.6;0.3;2020;46;21.2;26.5;18.1;77.3;0.9;;
PIURA;PIURA;21.5;28.7;16.7;67.4;0.6;2020;46;22.5;29.6;17.8;71;1.1;;
PIURA;SECHURA;19.6;24.6;16.5;77.1;0.5;2020;46;20.9;26.2;17.9;77.7;0.9;;
PIURA;SULLANA;22;30;17;64.4;0.2;2020;46;22.9;30.2;18.1;69.6;0.7;;
PIURA;TALARA;20.3;26.9;16.7;72;0.2;2020;46;21.6;27.8;18.2;74.7;0.7;;
PIURA;AYABACA;18.2;23.4;14.6;73.4;6.1;2020;47;17.9;23.1;13.9;80.3;4.4;;
PIURA;HUANCABAMBA;15.6;20.1;12.6;80.9;13.2;2020;47;15.7;20.7;11.6;81.8;5.6;;
PIURA;MORROPON;20.7;26.5;16.6;72;3.3;2020;47;21;27;16.4;75.4;2.6;;
PIURA;PAITA;20.5;25.3;17.3;76.8;1.6;2020;47;21.2;26.5;18.1;77.6;1.2;;
PIURA;PIURA;21.8;28.4;17.4;69.3;2.3;2020;47;22.5;29.5;17.8;71;1.2;TOTAL;1
PIURA;SECHURA;20;25;17.1;79;2.6;2020;47;21;26.2;18;78.2;1.6;;
PIURA;SULLANA;22.7;29.7;18.1;65;0.7;2020;47;23;30.2;18.2;69.4;1.2;;
PIURA;TALARA;21.4;27.2;17.8;71.3;0.4;2020;47;21.8;27.8;18.2;74.6;0.9;;
PIURA;AYABACA;18.9;24.6;14.7;74.5;10;2020;48;18.1;23.2;14.2;81.2;3.9;;
PIURA;HUANCABAMBA;16.3;21.2;12.7;82.6;27;2020;48;15.9;20.8;12;83;5.5;;
PIURA;MORROPON;21.3;27.8;16.5;71.4;4.7;2020;48;21.3;27.2;16.8;75.9;2;;
PIURA;PAITA;20.8;26.1;17.5;76.1;1.7;2020;48;21.7;27;18.6;76.9;0.8;;
PIURA;PIURA;22.4;29.8;17.5;68.4;3.3;2020;48;22.9;29.9;18.3;70.9;1.1;;
PIURA;SECHURA;20.5;25.8;17.3;77.5;4;2020;48;21.4;26.7;18.4;77.7;1;;
PIURA;SULLANA;23.3;31.2;18.2;65.1;1.4;2020;48;23.3;30.5;18.6;69.2;1;;
PIURA;TALARA;21.6;27.9;18;71.5;0.2;2020;48;22.2;28.2;18.7;74;0.6;;
PIURA;AYABACA;18;22.3;15.2;86.3;19.2;2020;49;18.1;23.1;14.4;81.9;4.6;;
PIURA;HUANCABAMBA;15.6;19.3;12.9;91.6;25;2020;49;15.8;20.6;12.1;83.8;6;;
PIURA;MORROPON;21;25.8;17.5;81.8;11.8;2020;49;21.6;27.3;17.2;76.3;2.9;TOTAL;3
PIURA;PAITA;21.3;25.9;18.6;80.6;1.7;2020;49;22.2;27.4;19.1;77;1.6;;
PIURA;PIURA;22.6;28.6;18.6;75.5;3.6;2020;49;23.3;30.2;18.7;71;1.4;;
PIURA;SECHURA;21.2;25.9;18.4;80.3;1.1;2020;49;21.9;27.1;18.9;78;1.5;;
PIURA;SULLANA;23.5;30;19.1;70.3;2.4;2020;49;23.7;30.7;19;69.4;1.1;;
PIURA;TALARA;22.2;27.9;18.9;74.8;0.4;2020;49;22.6;28.5;19.1;74.3;0.7;;
PIURA;AYABACA;17.8;22.2;15.3;89.3;31.5;2020;50;18.2;23;14.8;83.2;5.8;;
PIURA;HUANCABAMBA;15.8;19.8;13.2;90.7;16.4;2020;50;16;20.5;12.5;85.5;7.1;;
PIURA;MORROPON;21;25.7;18;86;7;2020;50;21.9;27.5;17.6;76.5;2.7;;
PIURA;PAITA;21.9;26.5;19.4;82.3;5.4;2020;50;22.5;27.6;19.5;77.1;1.5;;
PIURA;PIURA;22.5;28.2;19.1;81.3;3.3;2020;50;23.7;30.5;19.2;70.9;1.4;;
PIURA;SECHURA;21.3;25.6;19;84.5;2.6;2020;50;22.2;27.4;19.2;77.8;1.4;;
PIURA;SULLANA;23.2;29.6;19.4;76.9;5.2;2020;50;23.9;30.8;19.5;69.9;1.1;;
PIURA;TALARA;22.6;28;19.7;78.6;7.3;2020;50;22.8;28.5;19.5;74.6;1;;
PIURA;AYABACA;17.8;22.3;14.9;88.2;14.4;2020;51;18.1;22.8;14.7;83.6;4.5;;
PIURA;HUANCABAMBA;15.6;19.7;12.7;90;11.3;2020;51;15.9;20.4;12.4;85.7;4.6;;
PIURA;MORROPON;21.2;26.1;17.7;82.8;7.1;2020;51;22.2;27.7;17.9;76.8;1.8;TOTAL;2
PIURA;PAITA;22.3;27.3;19.5;78;5.7;2020;51;22.9;27.9;19.9;77.1;1.4;;
PIURA;PIURA;23;29.1;19.2;76.1;3.5;2020;51;24.1;30.7;19.6;70.9;1;;
PIURA;SECHURA;22;27;19.2;78.7;2.5;2020;51;22.8;27.9;19.7;77.3;0.7;;
PIURA;SULLANA;23.3;29.8;19.3;74;2.6;2020;51;24.2;30.9;19.8;70.1;0.9;;
PIURA;TALARA;22.6;28;19.6;76.1;3;2020;51;23.2;28.8;19.9;74.5;0.9;TOTAL;1
PIURA;AYABACA;18;22.3;15.4;87.9;5.5;2020;52;18.2;22.9;15;84.1;6.5;;
PIURA;HUANCABAMBA;15.9;19.8;13.3;89.8;6.9;2020;52;16;20.6;12.6;85.7;7.9;;
PIURA;MORROPON;21.9;26.8;18.4;79.9;2.5;2020;52;22.5;27.8;18.4;77.2;3.6;;
PIURA;PAITA;22.7;28.1;19.6;76.3;0.9;2020;52;23.4;28.4;20.4;77.2;1.6;;
PIURA;PIURA;23.9;30.2;19.5;72.4;1.2;2020;52;24.6;31;20.2;71.1;2;TOTAL;1
PIURA;SECHURA;22.4;27.6;19.2;77.7;0.8;2020;52;23.3;28.3;20.2;77.5;1.3;;
PIURA;SULLANA;24.3;30.5;20.1;69.8;1;2020;52;24.5;30.9;20.4;70.9;1.8;;
PIURA;TALARA;23.3;29.1;20.1;72.7;0.4;2020;52;23.5;29;20.4;75.1;1.4;;
PIURA;AYABACA;17.6;22.2;14.3;83.5;5.7;2020;53;18.5;23.3;15.2;82.5;4;;
PIURA;HUANCABAMBA;15.5;20.1;11.5;84.2;7.1;2020;53;16.3;21.1;12.6;83.7;3.2;;
PIURA;MORROPON;22.2;27.8;17.6;75.4;1.9;2020;53;23;28.5;18.7;76.2;1.9;;
PIURA;PAITA;22.9;28.5;19.7;75.8;0.2;2020;53;23.7;28.7;20.8;77.5;0.8;;
PIURA;PIURA;24.4;31.5;19.6;68.9;0.5;2020;53;25;31.6;20.7;71;1.5;;
PIURA;SECHURA;22.9;28.4;19.6;76.4;0.4;2020;53;23.8;28.9;20.6;77.2;0.5;;
PIURA;SULLANA;24.3;31.2;19.6;68.9;0.7;2020;53;24.9;31.4;20.8;70.9;1.2;;
PIURA;TALARA;23.2;29.2;19.7;72.2;0.3;2020;53;23.9;29.3;20.8;75;1;;
PIURA;AYABACA;17.8;22.2;14.7;84.2;13;2021;1;18.3;22.8;15.2;84.5;5.8;;
PIURA;HUANCABAMBA;15.4;19.5;12.5;87.2;12.6;2021;1;16.1;20.5;12.8;85.9;5.7;;
PIURA;MORROPON;22.5;27.5;18.6;74.5;3.9;2021;1;22.7;28;18.8;77.5;3.3;TOTAL;6
PIURA;PAITA;23.2;28.6;20.2;74.1;1.6;2021;1;23.8;28.7;20.9;76.9;1.5;;
PIURA;PIURA;24.9;31.3;20.4;66.3;1.1;2021;1;25;31.3;20.8;70.8;2.1;;
PIURA;SECHURA;23.1;28.1;20;75.6;0.8;2021;1;23.7;28.7;20.7;77.2;1.1;;
PIURA;SULLANA;24.9;31.4;20.6;65.9;1.2;2021;1;24.8;31;20.8;71.1;1.9;;
PIURA;TALARA;23.6;29.4;20.5;69.6;0.6;2021;1;23.9;29.2;20.9;75.1;1.4;;
PIURA;AYABACA;18;22.5;15.1;85.3;16.3;2021;2;18.2;22.7;15.1;84.6;7;;
PIURA;HUANCABAMBA;16;20.4;13;87.6;11.2;2021;2;16;20.5;12.8;85.9;6.2;;
PIURA;MORROPON;22.9;28.1;19.1;73.6;15.4;2021;2;22.9;28.1;18.9;77.2;3.8;TOTAL;1
PIURA;PAITA;24;28.8;21;72.8;12.4;2021;2;24.1;29;21.2;76.8;1.3;;
PIURA;PIURA;25.1;31.3;20.8;67.1;9;2021;2;25.2;31.6;21;70.6;2.2;TOTAL;1
PIURA;SECHURA;23.5;28.3;20.5;75.1;6.9;2021;2;24;29;21;77.2;1.4;;
PIURA;SULLANA;24.9;31.2;20.7;67.7;6.7;2021;2;24.9;30.9;21;71.6;2.2;;
PIURA;TALARA;24.2;29.7;21.1;70.5;5.6;2021;2;24.1;29.2;21.1;75.1;1.1;;
PIURA;AYABACA;17.8;22.1;14.9;87.7;12.9;2021;3;18.1;22.6;15.1;85.3;8.5;;
PIURA;HUANCABAMBA;15.7;19.9;12.7;89.2;10.7;2021;3;16;20.4;12.7;86.5;6.7;;
PIURA;MORROPON;22.8;27.6;19;77.9;9.4;2021;3;23;28.2;19.1;76.9;4.8;;
PIURA;PAITA;24.1;29.1;21.2;73.6;2;2021;3;24.4;29.2;21.6;76.5;2.7;;
PIURA;PIURA;24.9;30.7;20.8;71.6;3.6;2021;3;25.5;31.7;21.4;70;3.5;TOTAL;2
PIURA;SECHURA;23.7;28.5;20.7;76.3;1.6;2021;3;24.4;29.3;21.3;76.4;2;;
PIURA;SULLANA;24.8;30.5;21;71;2.9;2021;3;25.1;30.9;21.3;71.7;3.8;;
PIURA;TALARA;24.2;29.2;21.2;72.5;2.1;2021;3;24.3;29.3;21.4;75;2.4;;
PIURA;AYABACA;18.3;22.5;15.4;86.3;10.6;2021;4;18.3;22.7;15.3;85.4;7.7;;
PIURA;HUANCABAMBA;16.1;20.1;13.3;89;8.6;2021;4;16.1;20.5;13;86.5;6.1;;
PIURA;MORROPON;23.2;28.1;19.5;77.2;5.3;2021;4;23.2;28.3;19.4;77.1;5.2;;
PIURA;PAITA;25.3;30.1;22.3;71.8;2.6;2021;4;24.8;29.6;21.9;75.6;1.3;;
PIURA;PIURA;25.9;32;21.7;68.2;4;2021;4;25.8;32;21.7;69.5;2.3;TOTAL;1
PIURA;SECHURA;24.9;30;21.8;73.6;3.3;2021;4;24.8;29.7;21.7;75.3;1.2;;
PIURA;SULLANA;25.5;31.1;21.7;69.9;3.1;2021;4;25.2;30.9;21.5;72.1;2.8;;
PIURA;TALARA;25;29.7;22.1;72.8;1.8;2021;4;24.6;29.4;21.7;75.1;1.1;;
PIURA;AYABACA;18.8;23.8;15.4;81.1;2.8;2021;5;18.2;22.4;15.5;87.9;8.3;;
PIURA;HUANCABAMBA;16.5;21.3;13.2;84;6.1;2021;5;16.2;20.4;13.2;88.4;6.5;;
PIURA;MORROPON;23.8;29.3;19.5;70.1;2.3;2021;5;23.2;27.8;19.8;80;7.1;;
PIURA;PAITA;25.1;30.1;21.9;69.9;1.8;2021;5;25.1;29.6;22.5;76.2;3.9;;
PIURA;PIURA;26.3;33;21.4;62.5;1.8;2021;5;25.9;31.5;22.2;71.9;5.7;TOTAL;4
